id,category,category,category,category,category
5432,stat,,stat,stat,stat
5433,math,,math,math,math
5434,math,,math,math,math
5435,math,,math,math,cs
5436,physics,,physics,physics,physics
5437,cs,,cs,cs,cs
5438,cs,,cs,cs,cs
5439,physics,,math,math,physics
5440,math,,math,math,math
5441,cs,,cs,cs,cs
5442,cs,,cs,cs,cs
5443,physics,,physics,physics,physics
5444,math,,math,math,math
5445,physics,,physics,physics,physics
5446,math,,math,math,math
5447,physics,,cs,cs,cs
5448,physics,,math,math,physics
5449,stat,,stat,stat,stat
5450,cs,,cs,cs,cs
5451,cs,,cs,cs,cs
5452,stat,,cs,cs,stat
5453,physics,,physics,physics,physics
5454,stat,,stat,stat,stat
5455,stat,,cs,cs,stat
5456,cs,,cs,cs,cs
5457,physics,,physics,physics,physics
5458,physics,,physics,physics,physics
5459,cs,,cs,cs,cs
5460,math,,math,math,math
5461,cs,,stat,cs,cs
5462,stat,,stat,stat,stat
5463,cs,,cs,cs,cs
5464,cs,,cs,cs,cs
5465,cs,,cs,cs,cs
5466,cs,,cs,cs,cs
5467,math,,math,math,math
5468,math,,math,math,math
5469,math,,math,math,math
5470,physics,,physics,physics,physics
5471,cs,,math,math,cs
5472,math,,cs,math,math
5473,physics,,physics,physics,physics
5474,cs,,cs,cs,cs
5475,cs,,cs,cs,cs
5476,cs,,cs,cs,cs
5477,cs,,cs,cs,cs
5478,cs,,cs,cs,cs
5479,physics,,cs,cs,physics
5480,cs,,cs,cs,cs
5481,cs,,cs,cs,cs
5482,cs,,cs,cs,cs
5483,physics,,physics,physics,physics
5484,stat,,cs,stat,stat
5485,math,,math,math,math
5486,physics,,physics,physics,physics
5487,cs,,cs,cs,cs
5488,math,,math,math,math
5489,cs,,stat,stat,cs
5490,stat,,cs,stat,stat
5491,cs,,cs,cs,cs
5492,math,,math,math,math
5493,math,,math,math,math
5494,math,,math,math,math
5495,math,,math,math,stat
5496,math,,math,cs,cs
5497,cs,,stat,cs,cs
5498,math,,math,math,math
5499,cs,,stat,cs,cs
5500,cs,,cs,cs,cs
5501,cs,,cs,cs,math
5502,cs,,cs,cs,cs
5503,math,,math,math,math
5504,math,,math,math,math
5505,math,,math,math,math
5506,stat,,stat,stat,stat
5507,cs,,cs,cs,cs
5508,cs,,cs,cs,cs
5509,cs,,stat,cs,cs
5510,cs,,cs,cs,cs
5511,math,,cs,cs,cs
5512,math,,math,math,math
5513,cs,,cs,cs,cs
5514,cs,,cs,cs,cs
5515,stat,,stat,stat,stat
5516,cs,,cs,cs,cs
5517,cs,,cs,cs,cs
5518,stat,,cs,stat,stat
5519,cs,,cs,cs,cs
5520,cs,,cs,cs,cs
5521,stat,,stat,cs,stat
5522,cs,,cs,cs,cs
5523,physics,,physics,physics,physics
5524,math,,math,math,math
5525,cs,,cs,cs,cs
5526,cs,,cs,cs,physics
5527,cs,,cs,cs,cs
5528,math,,math,math,math
5529,stat,,stat,stat,stat
5530,math,,math,math,math
5531,math,,math,math,math
5532,math,,math,math,math
5533,physics,,physics,physics,physics
5534,cs,,cs,cs,cs
5535,cs,,cs,cs,cs
5536,math,,math,math,math
5537,cs,,cs,cs,cs
5538,stat,,stat,stat,stat
5539,math,,cs,math,cs
5540,stat,,stat,stat,stat
5541,math,,math,math,math
5542,cs,,cs,cs,cs
5543,cs,,cs,cs,cs
5544,stat,,stat,cs,stat
5545,stat,,stat,stat,stat
5546,cs,,cs,cs,cs
5547,math,,stat,cs,math
5548,math,,math,math,math
5549,stat,,stat,stat,stat
5550,cs,,cs,cs,cs
5551,math,,math,math,math
5552,stat,,stat,stat,stat
5553,cs,,cs,cs,cs
5554,cs,,cs,stat,cs
5555,physics,,physics,physics,physics
5556,cs,,cs,cs,cs
5557,math,,stat,cs,math
5558,physics,,physics,physics,physics
5559,math,,math,math,math
5560,cs,,cs,cs,cs
5561,cs,,cs,cs,cs
5562,math,,math,math,math
5563,cs,,cs,cs,cs
5564,math,,math,math,math
5565,stat,,stat,stat,stat
5566,math,,math,physics,math
5567,stat,,stat,cs,stat
5568,math,,math,math,math
5569,math,,math,physics,math
5570,stat,,stat,stat,stat
5571,cs,,cs,cs,cs
5572,physics,,physics,physics,physics
5573,stat,,stat,stat,stat
5574,math,,math,math,math
5575,cs,,cs,cs,cs
5576,math,,math,math,math
5577,stat,,stat,stat,stat
5578,stat,,stat,stat,stat
5579,math,,math,math,math
5580,cs,,stat,cs,cs
5581,math,,math,math,math
5582,cs,,cs,cs,cs
5583,cs,,cs,cs,cs
5584,physics,,math,math,physics
5585,cs,,cs,cs,cs
5586,physics,,stat,physics,physics
5587,physics,,physics,physics,physics
5588,math,,math,math,math
5589,math,,math,math,math
5590,cs,,cs,cs,cs
5591,cs,,cs,cs,cs
5592,physics,,physics,physics,physics
5593,math,,math,math,math
5594,math,,math,math,math
5595,cs,,cs,cs,cs
5596,math,,math,math,math
5597,stat,,cs,stat,stat
5598,physics,,physics,physics,physics
5599,math,,math,math,math
5600,math,,math,math,math
5601,math,,math,math,math
5602,math,,math,math,math
5603,math,,math,math,math
5604,cs,,stat,stat,stat
5605,cs,,cs,cs,cs
5606,cs,,cs,cs,cs
5607,cs,,cs,cs,cs
5608,stat,,math,math,stat
5609,math,,math,math,math
5610,cs,,cs,cs,cs
5611,physics,,physics,physics,physics
5612,cs,,cs,cs,cs
5613,cs,,cs,cs,cs
5614,cs,,cs,cs,cs
5615,physics,,physics,physics,physics
5616,physics,,physics,physics,physics
5617,stat,,math,cs,stat
5618,cs,,cs,cs,cs
5619,cs,,cs,cs,cs
5620,physics,,physics,physics,physics
5621,cs,,cs,cs,cs
5622,stat,,stat,stat,stat
5623,cs,,cs,cs,cs
5624,cs,,cs,cs,cs
5625,physics,,physics,physics,physics
5626,stat,,stat,physics,stat
5627,math,,math,math,math
5628,math,,math,cs,math
5629,physics,,stat,stat,stat
5630,math,,math,math,math
5631,cs,,cs,cs,cs
5632,math,,math,math,math
5633,cs,,stat,stat,stat
5634,physics,,physics,physics,physics
5635,cs,,cs,cs,cs
5636,stat,,stat,stat,stat
5637,cs,,cs,cs,cs
5638,math,,math,math,math
5639,cs,,cs,cs,cs
5640,cs,,cs,cs,cs
5641,math,,math,math,math
5642,cs,,cs,cs,cs
5643,math,,cs,math,math
5644,cs,,cs,cs,cs
5645,stat,,stat,stat,stat
5646,math,,math,math,math
5647,physics,,physics,physics,physics
5648,math,,math,math,math
5649,math,,math,math,math
5650,math,,math,math,math
5651,math,,math,math,math
5652,cs,,stat,cs,stat
5653,math,,math,math,math
5654,cs,,cs,cs,cs
5655,cs,,cs,cs,cs
5656,cs,,stat,cs,cs
5657,physics,,cs,cs,physics
5658,cs,,cs,cs,cs
5659,math,,math,math,math
5660,cs,,physics,physics,physics
5661,math,,math,math,math
5662,math,,math,math,math
5663,physics,,cs,physics,physics
5664,cs,,cs,cs,cs
5665,math,,math,math,math
5666,cs,,stat,stat,stat
5667,cs,,cs,stat,cs
5668,stat,,stat,stat,stat
5669,math,,math,math,math
5670,cs,,cs,cs,cs
5671,physics,,physics,physics,physics
5672,cs,,cs,physics,cs
5673,stat,,stat,stat,stat
5674,cs,,cs,cs,cs
5675,math,,math,math,math
5676,math,,math,math,math
5677,math,,math,math,math
5678,cs,,cs,cs,cs
5679,physics,,math,physics,physics
5680,physics,,cs,cs,cs
5681,math,,math,math,math
5682,math,,math,math,math
5683,physics,,physics,physics,physics
5684,math,,math,math,math
5685,cs,,cs,cs,cs
5686,cs,,cs,cs,cs
5687,cs,,cs,cs,cs
5688,stat,,stat,cs,stat
5689,cs,,cs,cs,cs
5690,physics,,physics,physics,physics
5691,cs,,cs,cs,cs
5692,physics,,physics,physics,physics
5693,stat,,stat,stat,stat
5694,physics,,physics,physics,physics
5695,cs,,cs,cs,cs
5696,math,,math,math,math
5697,cs,,cs,cs,cs
5698,physics,,physics,physics,physics
5699,cs,,cs,cs,cs
5700,math,,math,math,math
5701,physics,,physics,physics,physics
5702,math,,math,math,math
5703,stat,,stat,cs,stat
5704,stat,,stat,physics,stat
5705,physics,,math,math,physics
5706,cs,,stat,cs,stat
5707,cs,,cs,cs,cs
5708,physics,,stat,stat,stat
5709,cs,,cs,cs,cs
5710,cs,,stat,cs,cs
5711,physics,,stat,cs,stat
5712,cs,,cs,math,cs
5713,cs,,cs,cs,cs
5714,cs,,physics,physics,physics
5715,cs,,stat,cs,cs
5716,cs,,cs,stat,cs
5717,cs,,cs,cs,physics
5718,math,,math,math,math
5719,math,,math,math,math
5720,cs,,cs,cs,cs
5721,stat,,stat,stat,stat
5722,cs,,cs,cs,cs
5723,physics,,physics,physics,physics
5724,math,,math,math,math
5725,physics,,physics,physics,physics
5726,math,,math,math,math
5727,stat,,stat,stat,math
5728,physics,,physics,physics,physics
5729,cs,,stat,cs,cs
5730,math,,math,math,math
5731,cs,,cs,cs,cs
5732,cs,,cs,cs,cs
5733,math,,math,math,physics
5734,physics,,physics,physics,physics
5735,math,,math,math,math
5736,cs,,cs,cs,cs
5737,math,,math,math,math
5738,cs,,cs,cs,cs
5739,physics,,physics,cs,physics
5740,stat,,stat,stat,stat
5741,stat,,stat,stat,stat
5742,cs,,cs,cs,cs
5743,physics,,physics,physics,physics
5744,stat,,stat,cs,stat
5745,cs,,cs,cs,cs
5746,cs,,cs,cs,cs
5747,physics,,physics,physics,physics
5748,math,,math,math,math
5749,physics,,physics,physics,physics
5750,math,,math,math,math
5751,math,,stat,math,math
5752,stat,,math,math,math
5753,cs,,cs,cs,cs
5754,stat,,stat,stat,stat
5755,math,,math,math,math
5756,stat,,stat,stat,stat
5757,cs,,cs,cs,stat
5758,physics,,physics,physics,physics
5759,physics,,stat,physics,physics
5760,math,,math,math,math
5761,stat,,stat,stat,stat
5762,cs,,stat,stat,cs
5763,math,,math,math,math
5764,physics,,physics,physics,physics
5765,physics,,physics,physics,physics
5766,math,,math,math,math
5767,stat,,stat,stat,stat
5768,math,,math,math,math
5769,cs,,math,cs,math
5770,math,,math,math,math
5771,stat,,stat,stat,stat
5772,cs,,cs,cs,cs
5773,physics,,physics,physics,physics
5774,cs,,cs,cs,cs
5775,cs,,cs,cs,cs
5776,math,,math,math,math
5777,math,,math,cs,math
5778,physics,,cs,cs,cs
5779,stat,,stat,stat,stat
5780,cs,,cs,cs,cs
5781,math,,math,math,math
5782,physics,,physics,physics,physics
5783,math,,math,math,math
5784,cs,,cs,cs,cs
5785,cs,,cs,cs,cs
5786,math,,math,math,math
5787,stat,,stat,cs,stat
5788,math,,math,math,math
5789,cs,,cs,cs,cs
5790,cs,,cs,cs,cs
5791,cs,,math,cs,cs
5792,physics,,physics,physics,physics
5793,stat,,stat,stat,stat
5794,cs,,cs,cs,cs
5795,physics,,math,physics,physics
5796,cs,,cs,cs,cs
5797,stat,,stat,stat,stat
5798,math,,math,math,math
5799,stat,,stat,stat,stat
5800,cs,,cs,cs,cs
5801,math,,math,cs,math
5802,math,,math,math,math
5803,math,,math,math,math
5804,stat,,stat,stat,stat
5805,cs,,stat,cs,stat
5806,math,,math,math,math
5807,math,,math,math,math
5808,cs,,math,cs,physics
5809,math,,math,math,math
5810,cs,,stat,cs,cs
5811,cs,,cs,cs,cs
5812,physics,,physics,physics,physics
5813,math,,math,math,math
5814,cs,,cs,cs,cs
5815,physics,,physics,physics,physics
5816,stat,,stat,stat,stat
5817,math,,math,math,math
5818,cs,,stat,stat,cs
5819,physics,,physics,physics,physics
5820,math,,math,math,math
5821,math,,math,math,math
5822,cs,,cs,cs,cs
5823,math,,math,math,math
5824,cs,,cs,cs,cs
5825,math,,math,math,math
5826,stat,,stat,stat,stat
5827,math,,math,math,math
5828,cs,,cs,cs,cs
5829,math,,math,math,math
5830,math,,math,math,math
5831,cs,,cs,cs,cs
5832,stat,,math,math,stat
5833,physics,,physics,physics,physics
5834,math,,math,math,math
5835,math,,math,math,math
5836,cs,,cs,cs,cs
5837,stat,,stat,stat,stat
5838,cs,,cs,cs,cs
5839,cs,,cs,cs,cs
5840,cs,,stat,cs,cs
5841,math,,math,math,math
5842,cs,,cs,cs,cs
5843,stat,,math,stat,stat
5844,math,,math,math,math
5845,cs,,cs,cs,cs
5846,cs,,cs,cs,cs
5847,math,,math,cs,cs
5848,physics,,physics,physics,physics
5849,cs,,math,cs,cs
5850,cs,,cs,cs,cs
5851,cs,,stat,cs,cs
5852,math,,math,math,math
5853,cs,,cs,cs,cs
5854,cs,,cs,cs,cs
5855,math,,math,math,math
5856,math,,math,math,math
5857,math,,math,math,math
5858,cs,,stat,cs,cs
5859,stat,,stat,stat,stat
5860,stat,,stat,stat,stat
5861,math,,math,math,math
5862,math,,math,math,math
5863,stat,,cs,cs,cs
5864,physics,,stat,physics,physics
5865,cs,,stat,cs,cs
5866,physics,,physics,physics,physics
5867,physics,,physics,physics,physics
5868,cs,,math,cs,math
5869,cs,,cs,cs,cs
5870,math,,math,math,math
5871,math,,math,math,math
5872,cs,,cs,physics,cs
5873,cs,,math,math,cs
5874,math,,math,math,math
5875,physics,,physics,physics,physics
5876,cs,,cs,cs,cs
5877,stat,,stat,cs,cs
5878,physics,,physics,cs,cs
5879,math,,math,math,math
5880,physics,,physics,physics,physics
5881,math,,math,math,math
5882,cs,,cs,cs,cs
5883,cs,,cs,cs,cs
5884,math,,math,math,math
5885,cs,,stat,cs,cs
5886,cs,,cs,cs,cs
5887,math,,math,math,math
5888,cs,,stat,cs,cs
5889,stat,,stat,stat,stat
5890,math,,math,math,math
5891,cs,,cs,cs,cs
5892,math,,math,math,math
5893,math,,math,math,math
5894,math,,math,math,math
5895,physics,,physics,physics,physics
5896,cs,,cs,cs,cs
5897,cs,,cs,cs,cs
5898,cs,,stat,stat,stat
5899,physics,,physics,physics,physics
5900,math,,math,math,math
5901,math,,stat,stat,math
5902,physics,,physics,physics,physics
5903,cs,,cs,cs,cs
5904,math,,math,math,math
5905,physics,,physics,physics,physics
5906,cs,,cs,cs,cs
5907,cs,,cs,cs,cs
5908,cs,,cs,cs,cs
5909,math,,math,math,math
5910,math,,math,math,math
5911,cs,,stat,stat,stat
5912,math,,math,math,math
5913,cs,,cs,cs,cs
5914,stat,,stat,stat,stat
5915,cs,,cs,cs,cs
5916,physics,,physics,physics,physics
5917,cs,,cs,cs,cs
5918,stat,,stat,stat,stat
5919,physics,,physics,physics,physics
5920,cs,,cs,cs,cs
5921,math,,math,math,math
5922,stat,,stat,stat,stat
5923,cs,,cs,cs,cs
5924,math,,cs,cs,math
5925,physics,,physics,physics,physics
5926,math,,math,math,math
5927,cs,,cs,cs,cs
5928,cs,,cs,cs,physics
5929,math,,math,math,math
5930,math,,math,cs,math
5931,cs,,cs,physics,cs
5932,physics,,physics,physics,physics
5933,cs,,cs,cs,cs
5934,physics,,physics,physics,physics
5935,stat,,stat,cs,stat
5936,math,,math,math,math
5937,math,,math,math,math
5938,math,,math,math,math
5939,cs,,stat,stat,stat
5940,physics,,physics,physics,physics
5941,stat,,stat,stat,math
5942,math,,math,math,math
5943,math,,math,math,math
5944,stat,,stat,stat,stat
5945,math,,math,math,math
5946,physics,,physics,physics,physics
5947,cs,,stat,cs,cs
5948,cs,,cs,cs,cs
5949,stat,,stat,stat,stat
5950,cs,,cs,cs,cs
5951,math,,math,math,math
5952,math,,math,cs,math
5953,cs,,cs,cs,cs
5954,stat,,stat,cs,stat
5955,stat,,stat,math,stat
5956,math,,math,math,math
5957,math,,math,math,math
5958,math,,math,math,math
5959,cs,,cs,cs,cs
5960,cs,,stat,cs,stat
5961,cs,,cs,cs,cs
5962,stat,,stat,stat,stat
5963,stat,,stat,stat,stat
5964,cs,,cs,cs,cs
5965,math,,math,math,math
5966,cs,,cs,cs,cs
5967,stat,,stat,stat,stat
5968,cs,,cs,cs,cs
5969,cs,,cs,cs,cs
5970,cs,,cs,cs,stat
5971,physics,,physics,physics,physics
5972,math,,math,math,math
5973,cs,,cs,cs,cs
5974,cs,,stat,cs,cs
5975,math,,math,math,math
5976,stat,,stat,stat,stat
5977,physics,,physics,physics,physics
5978,cs,,cs,cs,cs
5979,physics,,physics,physics,physics
5980,stat,,stat,stat,stat
5981,math,,math,math,math
5982,math,,math,math,math
5983,stat,,stat,stat,stat
5984,cs,,cs,cs,cs
5985,stat,,stat,math,stat
5986,cs,,stat,cs,cs
5987,physics,,physics,physics,physics
5988,math,,math,math,math
5989,math,,math,math,math
5990,math,,math,math,math
5991,math,,math,math,math
5992,cs,,cs,cs,cs
5993,cs,,cs,cs,cs
5994,math,,math,math,math
5995,physics,,physics,physics,physics
5996,stat,,stat,stat,stat
5997,stat,,stat,stat,stat
5998,physics,,physics,physics,physics
5999,cs,,cs,cs,cs
6000,cs,,cs,cs,cs
6001,stat,,cs,cs,cs
6002,cs,,cs,cs,cs
6003,physics,,physics,physics,physics
6004,math,,math,math,math
6005,physics,,stat,cs,cs
6006,math,,math,cs,math
6007,math,,math,math,math
6008,math,,math,cs,math
6009,math,,math,stat,math
6010,math,,math,math,math
6011,cs,,cs,cs,cs
6012,physics,,physics,physics,physics
6013,math,,math,math,math
6014,stat,,stat,stat,stat
6015,cs,,cs,cs,cs
6016,cs,,cs,cs,cs
6017,math,,math,math,math
6018,physics,,physics,physics,physics
6019,math,,math,math,math
6020,physics,,physics,physics,physics
6021,stat,,stat,physics,stat
6022,cs,,cs,cs,cs
6023,cs,,cs,cs,cs
6024,cs,,cs,cs,cs
6025,stat,,stat,stat,stat
6026,stat,,stat,cs,stat
6027,cs,,cs,cs,cs
6028,math,,math,math,math
6029,cs,,cs,cs,cs
6030,cs,,stat,cs,cs
6031,physics,,physics,physics,physics
6032,math,,math,math,math
6033,cs,,cs,cs,cs
6034,cs,,cs,cs,cs
6035,math,,math,math,math
6036,math,,math,math,math
6037,math,,math,math,math
6038,math,,math,math,math
6039,stat,,stat,stat,stat
6040,math,,math,math,math
6041,cs,,cs,stat,cs
6042,stat,,cs,stat,stat
6043,cs,,cs,cs,cs
6044,cs,,stat,cs,cs
6045,cs,,cs,cs,cs
6046,physics,,physics,physics,physics
6047,cs,,cs,cs,cs
6048,physics,,physics,physics,physics
6049,cs,,cs,cs,cs
6050,cs,,stat,cs,cs
6051,cs,,stat,cs,cs
6052,stat,,stat,cs,stat
6053,physics,,physics,physics,physics
6054,stat,,stat,cs,cs
6055,cs,,cs,cs,cs
6056,cs,,stat,stat,cs
6057,cs,,cs,cs,cs
6058,physics,,physics,physics,physics
6059,stat,,stat,stat,stat
6060,stat,,stat,math,cs
6061,stat,,stat,stat,stat
6062,cs,,cs,math,cs
6063,stat,,stat,cs,stat
6064,physics,,physics,physics,physics
6065,stat,,math,math,stat
6066,cs,,cs,cs,cs
6067,physics,,physics,physics,physics
6068,physics,,physics,physics,physics
6069,math,,math,math,math
6070,math,,math,math,math
6071,cs,,cs,cs,cs
6072,math,,math,math,math
6073,physics,,cs,math,cs
6074,stat,,stat,math,stat
6075,physics,,physics,physics,physics
6076,physics,,math,physics,physics
6077,stat,,stat,stat,stat
6078,physics,,physics,physics,physics
6079,math,,math,math,math
6080,cs,,cs,cs,cs
6081,physics,,physics,physics,physics
6082,physics,,stat,stat,stat
6083,stat,,stat,stat,stat
6084,physics,,physics,physics,physics
6085,stat,,stat,stat,stat
6086,stat,,stat,stat,stat
6087,stat,,stat,cs,stat
6088,physics,,physics,physics,physics
6089,cs,,physics,cs,physics
6090,math,,math,math,math
6091,math,,math,math,math
6092,math,,math,math,math
6093,math,,math,math,math
6094,cs,,cs,cs,cs
6095,cs,,cs,cs,cs
6096,math,,math,math,math
6097,cs,,cs,cs,cs
6098,cs,,cs,cs,cs
6099,math,,math,math,math
6100,cs,,cs,cs,cs
6101,stat,,stat,stat,stat
6102,physics,,physics,physics,physics
6103,cs,,cs,cs,cs
6104,cs,,cs,cs,cs
6105,math,,math,math,math
6106,cs,,cs,cs,cs
6107,cs,,cs,cs,cs
6108,physics,,physics,physics,physics
6109,math,,math,math,math
6110,cs,,stat,cs,cs
6111,math,,math,math,math
6112,physics,,physics,physics,physics
6113,cs,,cs,cs,cs
6114,math,,math,math,math
6115,physics,,stat,cs,physics
6116,math,,math,math,math
6117,math,,math,math,math
6118,cs,,cs,physics,cs
6119,cs,,cs,stat,cs
6120,cs,,cs,cs,cs
6121,cs,,stat,cs,cs
6122,physics,,physics,physics,physics
6123,cs,,cs,cs,cs
6124,physics,,physics,physics,physics
6125,math,,math,math,math
6126,cs,,cs,cs,cs
6127,math,,math,math,math
6128,stat,,stat,stat,stat
6129,stat,,cs,cs,stat
6130,physics,,physics,physics,physics
6131,math,,physics,physics,physics
6132,cs,,cs,cs,cs
6133,math,,math,math,math
6134,math,,math,math,math
6135,math,,math,math,math
6136,math,,math,math,math
6137,math,,math,math,math
6138,cs,,stat,stat,stat
6139,stat,,cs,cs,cs
6140,physics,,physics,physics,physics
6141,math,,math,math,math
6142,cs,,cs,cs,cs
6143,math,,math,math,math
6144,math,,cs,cs,cs
6145,math,,math,math,math
6146,cs,,cs,cs,cs
6147,physics,,physics,physics,physics
6148,math,,math,math,math
6149,physics,,physics,physics,physics
6150,cs,,cs,cs,cs
6151,physics,,physics,physics,physics
6152,math,,math,math,math
6153,physics,,physics,physics,physics
6154,cs,,cs,cs,cs
6155,stat,,stat,stat,stat
6156,stat,,stat,stat,stat
6157,physics,,physics,physics,physics
6158,math,,cs,math,math
6159,math,,math,math,math
6160,stat,,stat,stat,stat
6161,math,,math,math,math
6162,cs,,physics,physics,cs
6163,cs,,cs,cs,cs
6164,math,,math,math,math
6165,math,,math,math,math
6166,math,,stat,math,math
6167,cs,,cs,cs,cs
6168,physics,,physics,physics,physics
6169,math,,math,math,math
6170,cs,,cs,cs,cs
6171,math,,math,math,math
6172,cs,,math,math,cs
6173,math,,math,math,math
6174,math,,math,cs,math
6175,stat,,cs,cs,stat
6176,cs,,cs,cs,cs
6177,cs,,cs,cs,cs
6178,cs,,cs,cs,cs
6179,math,,math,cs,cs
6180,cs,,stat,cs,cs
6181,math,,math,math,math
6182,math,,math,math,math
6183,cs,,cs,cs,cs
6184,math,,math,math,math
6185,cs,,cs,cs,cs
6186,physics,,physics,physics,physics
6187,math,,math,math,math
6188,math,,math,math,math
6189,physics,,physics,physics,physics
6190,cs,,cs,cs,cs
6191,stat,,stat,stat,stat
6192,cs,,stat,physics,physics
6193,math,,math,math,math
6194,stat,,stat,cs,stat
6195,math,,math,math,math
6196,math,,math,math,math
6197,stat,,cs,stat,stat
6198,cs,,stat,stat,cs
6199,cs,,cs,cs,cs
6200,cs,,cs,cs,cs
6201,physics,,stat,stat,stat
6202,stat,,stat,stat,stat
6203,physics,,physics,physics,physics
6204,stat,,stat,stat,stat
6205,cs,,cs,cs,cs
6206,stat,,stat,cs,stat
6207,cs,,math,math,math
6208,math,,math,math,math
6209,cs,,cs,cs,cs
6210,math,,math,math,math
6211,physics,,physics,physics,physics
6212,math,,math,math,math
6213,physics,,physics,physics,physics
6214,stat,,stat,cs,stat
6215,physics,,physics,physics,physics
6216,math,,cs,math,math
6217,math,,math,math,math
6218,math,,math,math,math
6219,stat,,stat,cs,stat
6220,stat,,stat,stat,stat
6221,stat,,stat,stat,stat
6222,math,,math,math,math
6223,physics,,physics,physics,physics
6224,physics,,physics,physics,physics
6225,cs,,cs,cs,cs
6226,cs,,cs,cs,cs
6227,physics,,physics,physics,physics
6228,cs,,cs,cs,cs
6229,stat,,stat,stat,stat
6230,cs,,cs,cs,cs
6231,physics,,physics,physics,physics
6232,stat,,stat,stat,stat
6233,cs,,cs,cs,cs
6234,physics,,cs,cs,physics
6235,stat,,stat,stat,stat
6236,math,,math,math,math
6237,math,,math,cs,math
6238,cs,,cs,cs,cs
6239,math,,math,math,math
6240,math,,math,math,math
6241,cs,,cs,cs,cs
6242,cs,,cs,math,cs
6243,stat,,stat,cs,cs
6244,cs,,stat,cs,stat
6245,stat,,stat,stat,stat
6246,stat,,stat,cs,stat
6247,stat,,stat,stat,stat
6248,cs,,cs,cs,cs
6249,math,,cs,math,math
6250,math,,math,math,math
6251,math,,math,math,math
6252,stat,,math,stat,stat
6253,physics,,physics,physics,physics
6254,physics,,cs,cs,physics
6255,cs,,cs,cs,cs
6256,stat,,stat,stat,stat
6257,cs,,cs,cs,cs
6258,math,,math,math,math
